OBJECTID,REP_DATE,DOW,YEAR,NARCAN_ADM
4738,2020/08/22 04:00:00+00,Saturday,2020,N/A
4739,2021/06/10 04:00:00+00,Thursday,2021,No
4740,2021/03/08 05:00:00+00,Monday,2021,No
4741,2021/09/23 04:00:00+00,Thursday,2021,N/A
4742,2019/07/30 04:00:00+00,Tuesday,2019,N/A
4743,2022/06/05 04:00:00+00,Wednesday,2022,Yes
4744,2017/05/13 04:00:00+00,Saturday,2017,N/A
4745,2018/12/06 05:00:00+00,Thursday,2018,N/A
4746,2017/12/31 05:00:00+00,Sunday,2017,N/A
4747,2021/03/16 04:00:00+00,Tuesday,2021,Yes
4748,2020/03/25 04:00:00+00,Wednesday,2020,N/A
4749,2021/03/20 04:00:00+00,Saturday,2021,Unknown
4750,2019/03/01 05:00:00+00,Friday,2019,N/A
4751,2021/03/29 04:00:00+00,Monday,2021,Yes
4752,2019/10/19 04:00:00+00,Saturday,2019,N/A
4753,2021/03/30 04:00:00+00,Tuesday,2021,Yes
4754,2022/02/06 05:00:00+00,Tuesday,2022,N/A
4755,2021/05/09 04:00:00+00,Sunday,2021,Yes
4756,2022/02/08 05:00:00+00,Thursday,2022,N/A
4757,2021/07/27 04:00:00+00,Tuesday,2021,N/A
4758,2022/09/27 04:00:00+00,Wednesday,2022,Yes
4759,2021/09/04 04:00:00+00,Saturday,2021,Yes
4760,2021/04/06 04:00:00+00,Tuesday,2021,Yes
4761,2022/01/16 05:00:00+00,Sunday,2022,Yes
4762,2022/01/25 05:00:00+00,Wednesday,2022,Yes
4763,2022/02/18 05:00:00+00,Saturday,2022,Yes
4764,2020/05/03 04:00:00+00,Sunday,2020,N/A
4765,2022/03/20 04:00:00+00,Monday,2022,Yes
4766,2022/11/09 05:00:00+00,Friday,2022,N/A
4767,2022/04/23 04:00:00+00,Sunday,2022,Yes
4768,2021/10/12 04:00:00+00,Tuesday,2021,N/A
4769,2022/05/09 04:00:00+00,Thursday,2022,Yes
4770,2020/10/25 04:00:00+00,Sunday,2020,Yes
4771,2022/05/21 04:00:00+00,Thursday,2022,Yes
4772,2021/11/03 04:00:00+00,Wednesday,2021,N/A
4773,2022/06/19 04:00:00+00,Friday,2022,N/A
4774,2021/06/01 04:00:00+00,Tuesday,2021,Unknown
4775,2022/10/25 04:00:00+00,Tuesday,2022,Yes
4776,2020/07/21 04:00:00+00,Tuesday,2020,N/A
4777,2022/04/22 04:00:00+00,Sunday,2022,N/A
4778,2020/12/24 05:00:00+00,Thursday,2020,Yes
4779,2022/09/24 04:00:00+00,Tuesday,2022,N/A
4780,2022/07/03 04:00:00+00,Wednesday,2022,Yes
4781,2018/05/30 04:00:00+00,Wednesday,2018,N/A
4782,2022/03/18 04:00:00+00,Wednesday,2022,Yes
4783,2018/12/28 05:00:00+00,Friday,2018,N/A
4784,2017/06/14 04:00:00+00,Wednesday,2017,N/A
4785,2020/01/06 05:00:00+00,Monday,2020,N/A
4786,2019/08/02 04:00:00+00,Friday,2019,N/A
4787,2022/08/28 04:00:00+00,Wednesday,2022,Yes
4788,2017/08/08 04:00:00+00,Tuesday,2017,N/A
4789,2021/02/19 05:00:00+00,Friday,2021,No
4790,2020/08/12 04:00:00+00,Wednesday,2020,N/A
4791,2018/09/15 04:00:00+00,Saturday,2018,N/A
4792,2022/08/10 04:00:00+00,Monday,2022,N/A
4793,2017/07/08 04:00:00+00,Saturday,2017,N/A
4794,2018/09/17 04:00:00+00,Monday,2018,N/A
4795,2020/03/05 05:00:00+00,Thursday,2020,N/A
4796,2019/06/03 04:00:00+00,Monday,2019,N/A
4797,2020/03/03 05:00:00+00,Tuesday,2020,N/A
4798,2020/08/16 04:00:00+00,Sunday,2020,N/A
4799,2022/08/11 04:00:00+00,Tuesday,2022,Yes
4800,2020/12/02 05:00:00+00,Wednesday,2020,Yes
4801,2021/08/06 04:00:00+00,Friday,2021,N/A
4802,2021/07/11 04:00:00+00,Sunday,2021,Yes
4803,2021/11/06 04:00:00+00,Saturday,2021,Yes
4804,2022/10/08 04:00:00+00,Monday,2022,N/A
4805,2022/05/06 04:00:00+00,Monday,2022,Yes
4806,2021/03/10 05:00:00+00,Wednesday,2021,Unknown
4807,2022/05/30 04:00:00+00,Thursday,2022,Yes
4808,2021/07/07 04:00:00+00,Wednesday,2021,Yes
4809,2022/06/07 04:00:00+00,Thursday,2022,Yes
4810,2020/08/05 04:00:00+00,Wednesday,2020,N/A
4811,2022/07/08 04:00:00+00,Saturday,2022,Yes
4812,2021/01/20 05:00:00+00,Wednesday,2021,Yes
4813,2022/08/03 04:00:00+00,Monday,2022,Yes
4814,2021/01/20 05:00:00+00,Wednesday,2021,Yes
4815,2022/05/16 04:00:00+00,Sunday,2022,Yes
4816,2020/09/05 04:00:00+00,Saturday,2020,Yes
4817,2018/12/04 05:00:00+00,Tuesday,2018,N/A
4818,2020/09/23 04:00:00+00,Wednesday,2020,Yes
4819,2021/07/08 04:00:00+00,Thursday,2021,Yes
4820,2021/04/04 04:00:00+00,Sunday,2021,Yes
4821,2022/05/29 04:00:00+00,Wednesday,2022,N/A
4822,2019/10/05 04:00:00+00,Saturday,2019,N/A
4823,2022/07/18 04:00:00+00,Thursday,2022,Yes
4824,2017/11/23 05:00:00+00,Thursday,2017,N/A
4825,2022/09/09 04:00:00+00,Monday,2022,Yes
4826,2020/05/15 04:00:00+00,Friday,2020,N/A
4827,2022/04/09 04:00:00+00,Tuesday,2022,Yes
4828,2022/07/24 04:00:00+00,Tuesday,2022,N/A
4829,2022/04/19 04:00:00+00,Friday,2022,N/A
4830,2019/03/20 04:00:00+00,Wednesday,2019,N/A
4831,2022/07/04 04:00:00+00,Friday,2022,N/A
4832,2019/05/15 04:00:00+00,Wednesday,2019,N/A
4833,2019/07/22 04:00:00+00,Monday,2019,N/A
4834,2019/07/03 04:00:00+00,Wednesday,2019,N/A
4835,2019/09/29 04:00:00+00,Sunday,2019,N/A
4836,2018/11/24 05:00:00+00,Saturday,2018,N/A
4837,2022/01/13 05:00:00+00,Saturday,2022,N/A
4838,2020/08/22 04:00:00+00,Saturday,2020,N/A
4839,2022/12/28 05:00:00+00,Wednesday,2022,Yes
4840,2022/03/15 04:00:00+00,Sunday,2022,Yes
4841,2018/11/03 04:00:00+00,Saturday,2018,N/A
4842,2017/07/14 04:00:00+00,Friday,2017,N/A
4843,2018/11/07 05:00:00+00,Wednesday,2018,N/A
4844,2018/05/12 04:00:00+00,Saturday,2018,N/A
4845,2019/02/13 05:00:00+00,Wednesday,2019,N/A
4846,2021/11/15 05:00:00+00,Monday,2021,N/A
4847,2019/05/17 04:00:00+00,Friday,2019,N/A
4848,2021/06/13 04:00:00+00,Sunday,2021,Yes
4849,2020/09/18 04:00:00+00,Friday,2020,No
4850,2018/06/07 04:00:00+00,Thursday,2018,N/A
4851,2020/12/21 05:00:00+00,Monday,2020,No
4852,2020/03/01 05:00:00+00,Sunday,2020,N/A
4853,2021/04/03 04:00:00+00,Saturday,2021,Yes
4854,2021/02/02 05:00:00+00,Tuesday,2021,Yes
4855,2021/04/04 04:00:00+00,Sunday,2021,Unknown
4856,2019/07/13 04:00:00+00,Saturday,2019,N/A
4857,2021/06/25 04:00:00+00,Friday,2021,No
4858,2022/05/27 04:00:00+00,Monday,2022,Yes
4859,2021/07/10 04:00:00+00,Saturday,2021,Yes
4860,2021/03/12 05:00:00+00,Friday,2021,Unknown
4861,2022/11/16 05:00:00+00,Friday,2022,Yes
4862,2021/03/16 04:00:00+00,Tuesday,2021,No
4863,2022/12/23 05:00:00+00,Friday,2022,Yes
4864,2021/12/30 05:00:00+00,Thursday,2021,Yes
4865,2022/07/08 04:00:00+00,Thursday,2022,Yes
4866,2022/03/25 04:00:00+00,Saturday,2022,Yes
4867,2019/04/11 04:00:00+00,Thursday,2019,N/A
4868,2022/04/01 04:00:00+00,Sunday,2022,N/A
4869,2017/07/22 04:00:00+00,Saturday,2017,N/A
4870,2018/04/28 04:00:00+00,Saturday,2018,N/A
4871,2021/11/29 05:00:00+00,Monday,2021,N/A
4872,2019/04/01 04:00:00+00,Monday,2019,N/A
4873,2021/11/30 05:00:00+00,Tuesday,2021,Yes
4874,2019/05/05 04:00:00+00,Sunday,2019,N/A
4875,2021/12/02 05:00:00+00,Thursday,2021,Yes
4876,2019/01/27 05:00:00+00,Sunday,2019,N/A
4877,2022/02/20 05:00:00+00,Monday,2022,N/A
4878,2021/05/15 04:00:00+00,Saturday,2021,Yes
4879,2022/03/30 04:00:00+00,Sunday,2022,N/A
4880,2021/05/31 04:00:00+00,Monday,2021,Unknown
4881,2017/05/19 04:00:00+00,Friday,2017,N/A
4882,2019/07/19 04:00:00+00,Friday,2019,N/A
4883,2020/02/10 05:00:00+00,Monday,2020,N/A
4884,2017/04/15 04:00:00+00,Saturday,2017,N/A
4885,2021/07/31 04:00:00+00,Saturday,2021,N/A
4886,2020/05/12 04:00:00+00,Tuesday,2020,N/A
4887,2019/04/03 04:00:00+00,Wednesday,2019,N/A
4888,2019/03/26 04:00:00+00,Tuesday,2019,N/A
4889,2017/04/29 04:00:00+00,Saturday,2017,N/A
4890,2021/03/19 04:00:00+00,Friday,2021,Unknown
4891,2019/03/16 04:00:00+00,Saturday,2019,N/A
4892,2021/07/07 04:00:00+00,Wednesday,2021,Unknown
4893,2020/06/05 04:00:00+00,Friday,2020,N/A
4894,2022/03/23 04:00:00+00,Friday,2022,Yes
4895,2021/04/18 04:00:00+00,Sunday,2021,Unknown
4896,2022/04/01 04:00:00+00,Monday,2022,N/A
4897,2020/08/26 04:00:00+00,Wednesday,2020,N/A
4898,2017/03/02 05:00:00+00,Thursday,2017,N/A
4899,2022/08/28 04:00:00+00,Thursday,2022,N/A
4900,2020/05/17 04:00:00+00,Sunday,2020,N/A
4901,2019/11/24 05:00:00+00,Sunday,2019,N/A
4902,2020/01/26 05:00:00+00,Sunday,2020,N/A
4903,2018/09/03 04:00:00+00,Monday,2018,N/A
4904,2020/06/11 04:00:00+00,Thursday,2020,N/A
4905,2021/04/23 04:00:00+00,Friday,2021,No
4906,2022/09/19 04:00:00+00,Saturday,2022,Yes
4907,2022/02/25 05:00:00+00,Tuesday,2022,Yes
4908,2017/08/26 04:00:00+00,Saturday,2017,N/A
4909,2021/05/16 04:00:00+00,Sunday,2021,Unknown
4910,2021/05/26 04:00:00+00,Wednesday,2021,Yes
4911,2021/03/17 04:00:00+00,Wednesday,2021,Yes
4912,2019/05/01 04:00:00+00,Wednesday,2019,N/A
4913,2021/08/13 04:00:00+00,Friday,2021,N/A
4914,2017/09/28 04:00:00+00,Thursday,2017,N/A
4915,2021/04/17 04:00:00+00,Saturday,2021,Unknown
4916,2022/05/15 04:00:00+00,Friday,2022,N/A
4917,2019/03/25 04:00:00+00,Monday,2019,N/A
4918,2019/03/25 04:00:00+00,Monday,2019,N/A
4919,2020/06/09 04:00:00+00,Tuesday,2020,N/A
4920,2018/11/05 05:00:00+00,Monday,2018,N/A
4921,2021/02/17 05:00:00+00,Wednesday,2021,Yes
4922,2019/08/18 04:00:00+00,Sunday,2019,N/A
4923,2017/06/19 04:00:00+00,Monday,2017,N/A
4924,2017/12/07 05:00:00+00,Thursday,2017,N/A
4925,2018/06/10 04:00:00+00,Sunday,2018,N/A
4926,2017/03/07 05:00:00+00,Tuesday,2017,N/A
4927,2021/12/09 05:00:00+00,Thursday,2021,Yes
4928,2021/06/22 04:00:00+00,Tuesday,2021,No
4929,2020/08/13 04:00:00+00,Thursday,2020,N/A
4930,2019/05/24 04:00:00+00,Friday,2019,N/A
4931,2020/02/23 05:00:00+00,Sunday,2020,N/A
4932,2020/10/05 04:00:00+00,Monday,2020,Yes
4933,2020/08/30 04:00:00+00,Sunday,2020,N/A
4934,2022/10/29 04:00:00+00,Monday,2022,N/A
4935,2020/11/14 05:00:00+00,Saturday,2020,No
4936,2021/08/24 04:00:00+00,Tuesday,2021,Yes
4937,2020/02/14 05:00:00+00,Friday,2020,N/A
4938,2019/05/29 04:00:00+00,Wednesday,2019,N/A
4939,2022/08/23 04:00:00+00,Monday,2022,N/A
4940,2021/06/18 04:00:00+00,Friday,2021,No
4941,2020/10/10 04:00:00+00,Saturday,2020,Yes
4942,2020/10/11 04:00:00+00,Sunday,2020,Unknown
4943,2021/05/25 04:00:00+00,Tuesday,2021,No
4944,2022/10/24 04:00:00+00,Saturday,2022,Yes
4945,2020/08/22 04:00:00+00,Saturday,2020,N/A
4946,2021/12/13 05:00:00+00,Monday,2021,Yes
4947,2022/06/18 04:00:00+00,Thursday,2022,Yes
4948,2020/10/20 04:00:00+00,Tuesday,2020,No
4949,2020/09/29 04:00:00+00,Tuesday,2020,Yes
4950,2022/03/14 04:00:00+00,Saturday,2022,Yes
4951,2019/09/29 04:00:00+00,Sunday,2019,N/A
4952,2019/08/11 04:00:00+00,Sunday,2019,N/A
4953,2021/11/01 04:00:00+00,Monday,2021,N/A
4954,2018/10/24 04:00:00+00,Wednesday,2018,N/A
4955,2020/07/23 04:00:00+00,Thursday,2020,N/A
4956,2020/02/25 05:00:00+00,Tuesday,2020,N/A
4957,2018/12/01 05:00:00+00,Saturday,2018,N/A
4958,2021/12/08 05:00:00+00,Wednesday,2021,Yes
4959,2022/01/24 05:00:00+00,Wednesday,2022,Yes
4960,2020/04/07 04:00:00+00,Tuesday,2020,N/A
4961,2022/06/13 04:00:00+00,Saturday,2022,N/A
4962,2017/07/06 04:00:00+00,Thursday,2017,N/A
4963,2018/03/01 05:00:00+00,Thursday,2018,N/A
4964,2018/11/10 05:00:00+00,Saturday,2018,N/A
4965,2019/04/06 04:00:00+00,Saturday,2019,N/A
4966,2020/09/26 04:00:00+00,Saturday,2020,No
4967,2020/10/27 04:00:00+00,Tuesday,2020,No
4968,2018/02/10 05:00:00+00,Saturday,2018,N/A
4969,2021/07/22 04:00:00+00,Thursday,2021,N/A
4970,2019/10/01 04:00:00+00,Tuesday,2019,N/A
4971,2022/11/06 04:00:00+00,Tuesday,2022,Yes
4972,2020/09/09 04:00:00+00,Wednesday,2020,N/A
4973,2017/07/25 04:00:00+00,Tuesday,2017,N/A
4974,2020/02/07 05:00:00+00,Friday,2020,N/A
4975,2019/06/04 04:00:00+00,Tuesday,2019,N/A
4976,2020/02/19 05:00:00+00,Wednesday,2020,N/A
4977,2020/07/14 04:00:00+00,Tuesday,2020,N/A
4978,2020/10/15 04:00:00+00,Thursday,2020,Yes
4979,2021/01/06 05:00:00+00,Wednesday,2021,Unknown
4980,2021/01/10 05:00:00+00,Sunday,2021,No
4981,2021/02/09 05:00:00+00,Tuesday,2021,Unknown
4982,2017/04/06 04:00:00+00,Thursday,2017,N/A
4983,2022/11/05 04:00:00+00,Tuesday,2022,N/A
4984,2019/07/06 04:00:00+00,Saturday,2019,N/A
4985,2021/12/19 05:00:00+00,Sunday,2021,N/A
4986,2021/10/31 04:00:00+00,Sunday,2021,Yes
4987,2019/07/21 04:00:00+00,Sunday,2019,N/A
4988,2017/07/27 04:00:00+00,Thursday,2017,N/A
4989,2020/07/04 04:00:00+00,Saturday,2020,N/A
4990,2019/12/12 05:00:00+00,Thursday,2019,N/A
4991,2020/08/18 04:00:00+00,Tuesday,2020,N/A
4992,2018/09/29 04:00:00+00,Saturday,2018,N/A
4993,2022/01/16 05:00:00+00,Sunday,2022,N/A
4994,2017/09/21 04:00:00+00,Thursday,2017,N/A
4995,2022/09/14 04:00:00+00,Thursday,2022,Yes
4996,2018/05/12 04:00:00+00,Saturday,2018,N/A
4997,2018/10/19 04:00:00+00,Friday,2018,N/A
4998,2017/06/05 04:00:00+00,Monday,2017,N/A
4999,2019/09/25 04:00:00+00,Wednesday,2019,N/A
5000,2018/05/12 04:00:00+00,Saturday,2018,N/A
5001,2017/07/26 04:00:00+00,Wednesday,2017,N/A
5002,2020/06/12 04:00:00+00,Friday,2020,N/A
5003,2020/10/04 04:00:00+00,Sunday,2020,Yes
5004,2019/12/29 05:00:00+00,Sunday,2019,N/A
5005,2022/07/12 04:00:00+00,Friday,2022,Yes
5006,2020/07/05 04:00:00+00,Sunday,2020,N/A
5007,2018/11/04 04:00:00+00,Sunday,2018,N/A
5008,2018/11/21 05:00:00+00,Wednesday,2018,N/A
5009,2019/10/05 04:00:00+00,Saturday,2019,N/A
5010,2019/06/10 04:00:00+00,Monday,2019,N/A
5011,2020/12/24 05:00:00+00,Thursday,2020,Yes
5012,2017/08/18 04:00:00+00,Friday,2017,N/A
5013,2019/07/13 04:00:00+00,Saturday,2019,N/A
5014,2021/06/11 04:00:00+00,Friday,2021,Unknown
5015,2022/01/24 05:00:00+00,Wednesday,2022,N/A
5016,2021/04/18 04:00:00+00,Sunday,2021,No
5017,2022/07/27 04:00:00+00,Sunday,2022,Yes
5018,2018/11/09 05:00:00+00,Friday,2018,N/A
5019,2020/05/01 04:00:00+00,Friday,2020,N/A
5020,2017/07/07 04:00:00+00,Friday,2017,N/A
5021,2019/08/04 04:00:00+00,Sunday,2019,N/A
5022,2022/09/24 04:00:00+00,Tuesday,2022,N/A
5023,2022/11/02 04:00:00+00,Tuesday,2022,N/A
5024,2019/04/22 04:00:00+00,Monday,2019,N/A
5025,2020/07/12 04:00:00+00,Sunday,2020,N/A
5026,2022/01/27 05:00:00+00,Thursday,2022,Yes
5027,2020/07/17 04:00:00+00,Friday,2020,N/A
5028,2019/02/16 05:00:00+00,Saturday,2019,N/A
5029,2019/04/17 04:00:00+00,Wednesday,2019,N/A
5030,2020/04/16 04:00:00+00,Thursday,2020,N/A
5031,2022/03/19 04:00:00+00,Friday,2022,N/A
5032,2020/09/01 04:00:00+00,Tuesday,2020,N/A
5033,2022/09/25 04:00:00+00,Friday,2022,Yes
5034,2022/02/24 05:00:00+00,Thursday,2022,N/A
5035,2020/08/02 04:00:00+00,Sunday,2020,N/A
5036,2022/07/10 04:00:00+00,Tuesday,2022,N/A
5037,2019/11/17 05:00:00+00,Sunday,2019,N/A
5038,2017/05/25 04:00:00+00,Thursday,2017,N/A
5039,2018/10/23 04:00:00+00,Tuesday,2018,N/A
5040,2019/05/23 04:00:00+00,Thursday,2019,N/A
5041,2020/04/18 04:00:00+00,Saturday,2020,N/A
5042,2020/05/21 04:00:00+00,Thursday,2020,N/A
5043,2020/09/19 04:00:00+00,Saturday,2020,Yes
5044,2020/11/06 05:00:00+00,Friday,2020,N/A
5045,2018/04/29 04:00:00+00,Sunday,2018,N/A
5046,2018/09/09 04:00:00+00,Sunday,2018,N/A
5047,2019/03/01 05:00:00+00,Friday,2019,N/A
5048,2022/07/03 04:00:00+00,Thursday,2022,N/A
5049,2020/08/18 04:00:00+00,Tuesday,2020,N/A
5050,2017/06/30 04:00:00+00,Friday,2017,N/A
5051,2022/07/06 04:00:00+00,Wednesday,2022,N/A
5052,2021/04/13 04:00:00+00,Tuesday,2021,Unknown
5053,2022/08/10 04:00:00+00,Sunday,2022,Yes
5054,2022/08/28 04:00:00+00,Saturday,2022,Yes
5055,2022/05/15 04:00:00+00,Sunday,2022,N/A
5056,2019/05/22 04:00:00+00,Wednesday,2019,N/A
5057,2022/10/19 04:00:00+00,Wednesday,2022,Yes
5058,2022/11/03 04:00:00+00,Saturday,2022,Yes
5059,2017/05/09 04:00:00+00,Tuesday,2017,N/A
5060,2017/10/15 04:00:00+00,Sunday,2017,N/A
5061,2017/10/15 04:00:00+00,Sunday,2017,N/A
5062,2020/04/15 04:00:00+00,Wednesday,2020,N/A
5063,2022/01/05 05:00:00+00,Wednesday,2022,Yes
5064,2018/01/05 05:00:00+00,Friday,2018,N/A
5065,2021/06/10 04:00:00+00,Thursday,2021,Yes
5066,2021/01/22 05:00:00+00,Friday,2021,No
5067,2021/04/08 04:00:00+00,Thursday,2021,No
5068,2021/06/12 04:00:00+00,Saturday,2021,Yes
5069,2021/07/08 04:00:00+00,Thursday,2021,Yes
5070,2018/05/01 04:00:00+00,Tuesday,2018,N/A
5071,2022/02/06 05:00:00+00,Tuesday,2022,Yes
5072,2017/12/01 05:00:00+00,Friday,2017,N/A
5073,2020/10/04 04:00:00+00,Sunday,2020,Yes
5074,2017/09/27 04:00:00+00,Wednesday,2017,N/A
5075,2020/09/17 04:00:00+00,Thursday,2020,No
5076,2017/12/03 05:00:00+00,Sunday,2017,N/A
5077,2022/06/27 04:00:00+00,Friday,2022,N/A
5078,2022/02/23 05:00:00+00,Tuesday,2022,Yes
5079,2022/08/04 04:00:00+00,Tuesday,2022,Yes
5080,2022/10/01 04:00:00+00,Sunday,2022,N/A
5081,2017/09/19 04:00:00+00,Tuesday,2017,N/A
5082,2021/02/03 05:00:00+00,Wednesday,2021,No
5083,2022/01/09 05:00:00+00,Sunday,2022,N/A
5084,2022/05/05 04:00:00+00,Sunday,2022,Yes
5085,2017/09/24 04:00:00+00,Sunday,2017,N/A
5086,2018/12/25 05:00:00+00,Tuesday,2018,N/A
5087,2019/02/13 05:00:00+00,Wednesday,2019,N/A
5088,2020/02/10 05:00:00+00,Monday,2020,N/A
5089,2020/11/02 05:00:00+00,Monday,2020,Yes
5090,2020/12/03 05:00:00+00,Thursday,2020,Yes
5091,2022/09/25 04:00:00+00,Friday,2022,N/A
5092,2020/11/16 05:00:00+00,Monday,2020,No
5093,2017/12/02 05:00:00+00,Saturday,2017,N/A
5094,2017/08/14 04:00:00+00,Monday,2017,N/A
5095,2022/07/04 04:00:00+00,Thursday,2022,N/A
5096,2022/07/18 04:00:00+00,Thursday,2022,Yes
5097,2020/06/04 04:00:00+00,Thursday,2020,N/A
5098,2022/09/29 04:00:00+00,Thursday,2022,N/A
5099,2019/07/12 04:00:00+00,Friday,2019,N/A
5100,2021/09/27 04:00:00+00,Monday,2021,N/A
5101,2022/06/09 04:00:00+00,Thursday,2022,Yes
5102,2021/07/01 04:00:00+00,Thursday,2021,No
5103,2018/02/01 05:00:00+00,Thursday,2018,N/A
5104,2018/10/27 04:00:00+00,Saturday,2018,N/A
5105,2018/11/06 05:00:00+00,Tuesday,2018,N/A
5106,2021/02/15 05:00:00+00,Monday,2021,Yes
5107,2022/07/28 04:00:00+00,Wednesday,2022,Yes
5108,2022/12/05 05:00:00+00,Saturday,2022,Yes
5109,2018/12/17 05:00:00+00,Monday,2018,N/A
5110,2022/04/20 04:00:00+00,Saturday,2022,Yes
5111,2022/04/03 04:00:00+00,Wednesday,2022,Yes
5112,2022/04/11 04:00:00+00,Friday,2022,Yes
5113,2022/05/28 04:00:00+00,Wednesday,2022,N/A
5114,2022/10/01 04:00:00+00,Tuesday,2022,Yes
5115,2022/10/24 04:00:00+00,Monday,2022,Yes
5116,2022/10/28 04:00:00+00,Saturday,2022,Yes
5117,2022/10/30 04:00:00+00,Monday,2022,Yes
5118,2018/05/16 04:00:00+00,Wednesday,2018,N/A
5119,2018/05/18 04:00:00+00,Friday,2018,N/A
5120,2018/09/09 04:00:00+00,Sunday,2018,N/A
5121,2018/09/22 04:00:00+00,Saturday,2018,N/A
5122,2018/10/27 04:00:00+00,Saturday,2018,N/A
5123,2021/12/28 05:00:00+00,Tuesday,2021,Yes
5124,2020/01/15 05:00:00+00,Wednesday,2020,N/A
5125,2020/03/09 04:00:00+00,Monday,2020,N/A
5126,2020/07/29 04:00:00+00,Wednesday,2020,N/A
5127,2020/10/17 04:00:00+00,Saturday,2020,Yes
5128,2021/09/17 04:00:00+00,Friday,2021,Yes
5129,2022/04/13 04:00:00+00,Saturday,2022,Yes
5130,2018/07/25 04:00:00+00,Wednesday,2018,N/A
5131,2018/11/18 05:00:00+00,Sunday,2018,N/A
5132,2019/02/23 05:00:00+00,Saturday,2019,N/A
5133,2019/07/25 04:00:00+00,Thursday,2019,N/A
5134,2019/07/18 04:00:00+00,Thursday,2019,N/A
5135,2019/09/27 04:00:00+00,Friday,2019,N/A
5136,2021/04/11 04:00:00+00,Sunday,2021,Unknown
5137,2017/04/07 04:00:00+00,Friday,2017,N/A
5138,2017/03/11 05:00:00+00,Saturday,2017,N/A
5139,2017/09/24 04:00:00+00,Sunday,2017,N/A
5140,2017/06/03 04:00:00+00,Saturday,2017,N/A
5141,2018/06/07 04:00:00+00,Thursday,2018,N/A
5142,2018/11/09 05:00:00+00,Friday,2018,N/A
5143,2019/08/28 04:00:00+00,Wednesday,2019,N/A
5144,2022/08/14 04:00:00+00,Sunday,2022,Yes
5145,2018/02/13 05:00:00+00,Tuesday,2018,N/A
5146,2020/08/21 04:00:00+00,Friday,2020,N/A
5147,2020/06/25 04:00:00+00,Thursday,2020,N/A
5148,2020/09/20 04:00:00+00,Sunday,2020,Yes
5149,2022/09/15 04:00:00+00,Thursday,2022,N/A
5150,2022/07/30 04:00:00+00,Thursday,2022,Yes
5151,2019/05/07 04:00:00+00,Tuesday,2019,N/A
5152,2021/08/10 04:00:00+00,Tuesday,2021,N/A
5153,2022/08/07 04:00:00+00,Friday,2022,Yes
5154,2018/11/03 04:00:00+00,Saturday,2018,N/A
5155,2018/06/29 04:00:00+00,Friday,2018,N/A
5156,2019/12/01 05:00:00+00,Sunday,2019,N/A
5157,2022/03/31 04:00:00+00,Thursday,2022,Yes
5158,2017/08/26 04:00:00+00,Saturday,2017,N/A
5159,2020/02/21 05:00:00+00,Friday,2020,N/A
5160,2022/03/07 05:00:00+00,Wednesday,2022,N/A
5161,2021/07/13 04:00:00+00,Tuesday,2021,No
5162,2020/11/01 04:00:00+00,Sunday,2020,No
5163,2020/11/26 05:00:00+00,Thursday,2020,Yes
5164,2021/03/16 04:00:00+00,Tuesday,2021,Yes
5165,2021/05/25 04:00:00+00,Tuesday,2021,Unknown
5166,2021/07/08 04:00:00+00,Thursday,2021,Yes
5167,2021/10/26 04:00:00+00,Tuesday,2021,No
5168,2022/11/18 05:00:00+00,Saturday,2022,Yes
5169,2022/11/19 05:00:00+00,Monday,2022,N/A
5170,2022/12/05 05:00:00+00,Sunday,2022,N/A
5171,2017/12/07 05:00:00+00,Thursday,2017,N/A
5172,2021/03/27 04:00:00+00,Saturday,2021,No
5173,2022/09/25 04:00:00+00,Thursday,2022,Yes
5174,2021/03/16 04:00:00+00,Tuesday,2021,Unknown
5175,2022/10/31 04:00:00+00,Monday,2022,Yes
5176,2019/05/02 04:00:00+00,Thursday,2019,N/A
5177,2017/12/02 05:00:00+00,Saturday,2017,N/A
5178,2020/10/18 04:00:00+00,Sunday,2020,Yes
5179,2020/06/07 04:00:00+00,Sunday,2020,N/A
5180,2021/04/17 04:00:00+00,Saturday,2021,No
5181,2022/07/10 04:00:00+00,Tuesday,2022,N/A
5182,2021/05/21 04:00:00+00,Friday,2021,Unknown
5183,2022/01/16 05:00:00+00,Monday,2022,Yes
5184,2022/07/21 04:00:00+00,Saturday,2022,No
5185,2018/09/18 04:00:00+00,Tuesday,2018,N/A
5186,2021/04/22 04:00:00+00,Thursday,2021,Yes
5187,2022/04/18 04:00:00+00,Thursday,2022,Yes
5188,2022/05/26 04:00:00+00,Friday,2022,N/A
5189,2021/04/04 04:00:00+00,Sunday,2021,Yes
5190,2021/02/26 05:00:00+00,Friday,2021,Yes
5191,2018/06/15 04:00:00+00,Friday,2018,N/A
5192,2018/09/12 04:00:00+00,Wednesday,2018,N/A
5193,2018/10/09 04:00:00+00,Tuesday,2018,N/A
5194,2020/03/03 05:00:00+00,Tuesday,2020,N/A
5195,2021/06/09 04:00:00+00,Wednesday,2021,Unknown
5196,2019/07/09 04:00:00+00,Tuesday,2019,N/A
5197,2020/09/04 04:00:00+00,Friday,2020,N/A
5198,2022/09/03 04:00:00+00,Friday,2022,N/A
5199,2022/05/29 04:00:00+00,Thursday,2022,N/A
5200,2022/10/31 04:00:00+00,Monday,2022,Yes
5201,2022/09/16 04:00:00+00,Friday,2022,N/A
5202,2022/04/06 04:00:00+00,Sunday,2022,Yes
5203,2022/09/18 04:00:00+00,Saturday,2022,N/A
